query,predicted_labels
"Tôi hay bị đau nhói buốt một bên thái dương và hố mắt, đau rát dữ dội. Khi đau kèm theo đỏ bừng mặt, đổ mồ hôi trán, chảy nước mắt, nghẹt mũi và đôi khi sụp cả mí mắt bên đau.","bỏng, cúm a h1n1, nhiễm nấm candida (nhiễm trùng nấm men), viêm mũi, viêm xoang mũi dị ứng"
"Đi vệ sinh xong tôi bị đau rát dữ dội vùng hậu môn như dao đâm cắt, cảm giác đau kéo dài rất lâu. Chỗ đó hơi sưng tấy, ngứa ngáy và thỉnh thoảng tôi thấy có dính máu tươi trên giấy vệ sinh.","nhiễm nấm candida (nhiễm trùng nấm men), trĩ nội, viêm môi, viêm đầu ti, áp xe rò luân nhĩ"
"Sáng ngủ dậy hai mắt tôi dính chặt đầy ghèn mủ vàng xanh, tròng mắt đỏ ngầu. Lúc nào cũng có cảm giác cộm ngứa, xót rát như có cát bên trong, chảy nước mắt liên tục và rất chói khi nhìn ánh sáng.","viêm bờ mi mắt, nhiễm nấm candida (nhiễm trùng nấm men), nấm da (hắc lào), chàm, cúm a h1n1"
"Ban đầu tôi đau âm ỉ vùng quanh rốn, giờ cơn đau quặn thắt chuyển hẳn sang góc dưới bụng bên phải. Đau điếng người mỗi khi tôi ho hay cử động, kèm theo buồn nôn, bụng sưng chướng và hâm hấp sốt.","lao màng phổi, lỵ amip cấp, nhiễm nấm cryptococcus, sỏi tụy, than"
"Tôi hay bị đau rát, châm chích vùng chóp bụng trên rốn, lúc thì đau âm ỉ lúc thì nhói lên dữ dội. Bụng lúc nào cũng đầy chướng khó tiêu, hay nôn ọe trớ ra thức ăn và nuốt hơi nghẹn.","loét dạ dày tá tràng, viêm xung huyết hang vị dạ dày, đau thượng vị, giun móc, hẹp mạch vành"
"Một bên tinh hoàn của tôi tự nhiên sưng to, tấy đỏ bóng và đau nhức nhối, đau lan lên cả hông lưng và bụng dưới. Tôi còn bị buồn nôn, sốt và đi tiểu thấy rát, lắt nhắt liên tục.","nhiễm nấm candida (nhiễm trùng nấm men), lao màng phổi, nhiễm nấm cryptococcus, than, thoát vị bẹn người lớn"
"Tôi bị sốt rất cao đột ngột, nhức đầu đau lưng dữ dội mệt mỏi. Sau đó trên mặt, tay chân nổi đầy các nốt ban đỏ, rồi tiến triển thành các mụn nước, mụn bọng mủ tròn căng và lở loét rất đau rát.","nhiễm nấm candida (nhiễm trùng nấm men), mụn rộp (herpes) sinh dục, thủy đậu, aids, bệnh quai bị"
"Người tôi mệt mỏi uể oải, ớn lạnh sốt cao và nổi hạch sưng to. Trên mặt, lòng bàn tay bàn chân bắt đầu mọc các nốt sần, sau đó tiến triển thành mụn nước, hóa mủ rồi đóng vảy cứng xẹp xuống.","đậu mùa khỉ, hội chứng urê huyết tán huyết, nấm da (hắc lào), áp xe, babesia (nhiễm trùng do babesia)"
"Ông nhà tôi đột nhiên bị méo xệch một bên miệng, nói đớ nhíu lưỡi không rõ chữ. Một bên tay chân tê yếu hẳn đi lỏng lẻo rơi đồ, hoa mắt chóng mặt và đi lại mất thăng bằng lảo đảo lảo đảo.","thiếu máu, phình động mạch ở cổ, u mềm treo, đột quỵ, bạch cầu cấp"
"Mắt tôi dạo này nhìn cái gì cũng rất mờ, cảm giác như có màn sương mờ che phủ trước mặt, ra ngoài nắng thì cực kỳ chói lóa. Nhận biết màu sắc kém đi nhạt nhòa và thỉnh thoảng nhìn một vật lại hóa thành hai.","chắp mắt, viêm xoang mũi dị ứng, bướu cổ, bạch cầu cấp, bạch hầu"
"Hôm qua tôi bị té ngã, lúc đó nghe tiếng rắc nhỏ ở khớp. Giờ chỗ đó sưng vù, bầm tím và đau nhức vô cùng. Khớp lỏng lẻo hẳn đi và tôi không thể cử động chân được nữa.","đứt dây chằng, bong gân, hội chứng sốc nhiễm độc, hội chứng urê huyết tán huyết, nấm da (hắc lào)"
"Dạo này tôi hay bị tê yếu, châm chích ở tay chân. Đầu gối rất đau mỗi khi co duỗi, còn vùng vai thì nhức mỏi, đi khám bác sĩ bảo tôi bị chèn ép do có mẩu xương dư ra.","chèn ép khoang dưới mỏm cùng vai, xơ vữa động mạch ngoại biên, hội chứng urê huyết tán huyết, nang tuyến bartholin (viêm tuyến bartholin), thiếu máu"
"Gần đây tôi luôn thấy mệt mỏi, chán ăn và hay buồn nôn. Da và tròng trắng mắt có vẻ vàng đi, trên người nổi mẩn ngứa gãi không đỡ, đi tiểu thì nước tiểu rất sẫm màu.","gan nhiễm mỡ, suy thận, thủy đậu, tiêu chảy nhiễm trùng, viêm gan b"
"Chân tôi bị kẹt sau tai nạn, nghe tiếng rắc một cái. Chỗ gãy đau nhói, sưng đỏ và bầm tím, nhìn chân có vẻ cong vẹo bất thường và tôi không thể nhúc nhích được nữa.","hội chứng sốc nhiễm độc, hội chứng urê huyết tán huyết, bong gân, bỏng, gãy xương"
"Khớp cổ chân tôi sưng to và đau nhức sau một cú trượt chân. Chỗ sưng hơi bầm tím lốm đốm, khớp lỏng lẻo khiến tôi không thể đứng vững hay cử động bình thường.","đứt dây chằng, bong gân, hội chứng sốc nhiễm độc, hội chứng urê huyết tán huyết, nấm da (hắc lào)"
"Tự nhiên tôi bị đau đầu dữ dội không chịu nổi, nôn ói liên tục và rất chói mắt khi nhìn ánh sáng. Có lúc tôi bị hoa mắt, yếu liệt hẳn một bên tay chân và ý thức lơ mơ.","giãn mạch máu não, nhiễm nấm cryptococcus, phế cầu khuẩn, sốt rét, bạch cầu cấp"
"Tôi bị ho khạc đờm đặc màu xanh vàng suốt nhiều năm nay, thỉnh thoảng có ho lẫn cả máu. Ngực hay bị đau tức và dạo này tôi bắt đầu thấy khó thở, có tiếng thở rít.","bệnh lao phổi, huyết khối tĩnh mạch sâu, lao phổi, tràn mủ màng phổi, viêm phế quản"
"Vùng kín của tôi xuất hiện một vết loét nhỏ hình tròn nhưng không hề đau. Dạo này tôi hay bị đau nhức khớp, rụng tóc, nổi ban đỏ không ngứa ở lòng bàn tay bàn chân và sưng hạch bạch huyết.","nấm da (hắc lào), giang mai, bỏng, hội chứng antiphospholipid, hội chứng kháng thể kháng phospholipid"
"Bụng tôi hay đau quặn lên sau khi ăn, lúc nào cũng thấy no đầy dù ăn rất ít. Dạo này tôi hay mệt mỏi, buồn nôn và thỉnh thoảng đi ngoài thấy phân sẫm màu như bã cà phê.","basedow, gan nhiễm mỡ, gist dạ dày, lao màng phổi, lỵ amip cấp"
"Nửa đêm ngón chân cái của tôi đột nhiên sưng vù, nóng ran, tấy đỏ và đau nhức dữ dội như dao đâm. Qua cơn đau cấp thì nó vẫn cứ đau âm ỉ râm ran suốt nhiều ngày sau đó.","hội chứng sốc nhiễm độc, nhiễm trùng hậu sản, bỏng, hội chứng antiphospholipid, hội chứng kháng thể kháng phospholipid"
"Đầu ngón tay ngón chân và quanh miệng tôi hay bị tê rần châm chích. Thỉnh thoảng các cơ tay chân bị co rút lại rất đau đớn, người lúc nào cũng lo âu hồi hộp, tim đập lộn xộn.","bướu cổ, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, hẹp van hai lá, hội chứng urê huyết tán huyết"
"Tự nhiên người tôi bủn rủn, vã mồ hôi lạnh toát và tim đập thình thịch. Mắt hoa lên nhìn mờ, tay chân run rẩy, bụng đói cồn cào và đầu óc lơ mơ khó tập trung.","phế cầu khuẩn, trụy tim, bệnh loạn dưỡng cơ duchenne, chắp mắt, hội chứng urê huyết tán huyết"
"Vùng hậu môn của tôi bị sưng tấy, ngứa ngáy và cảm giác nóng rát. Mỗi lần đi vệ sinh là đau buốt dữ dội, thỉnh thoảng có rỉ dịch mủ hoặc máu đọng lại trên giấy vệ sinh.","huyết khối tĩnh mạch sâu, hội chứng sốc nhiễm độc, nhiễm nấm candida (nhiễm trùng nấm men), nhiễm trùng hậu sản, nấm da (hắc lào)"
"Tôi hay bị ho dai dẳng về đêm, mỗi lần ho lại kèm theo những cơn khó thở, tức ngực. Ngực tôi cứ phát ra tiếng thở khò khè, cò cử, đặc biệt là khi thời tiết trở lạnh.","hen suyển, viêm phế quản, hen phế quản, hở van 2 lá, khí phế thũng"
"Nửa đêm tôi thường bị đánh thức bởi những cơn ho khan và khó thở dữ dội. Lồng ngực nặng trĩu bóp nghẹt, tôi phải ngồi dậy há miệng thở dốc, kèm theo tiếng thở khò khè rít lên từng hồi.","hen suyển, hở van 2 lá, bướu cổ, bệnh lao phổi, hen suyễn"
"Thỉnh thoảng tôi bị chóng mặt, choáng váng muốn ngã. Có lúc bỗng dưng nói lắp bắp khó nghe, mắt nhìn mờ đi, tay chân lóng ngóng yếu hẳn đi một bên trong vài phút rồi hết.","u mềm treo, block nhánh tim, bạch cầu cấp, chắp mắt, cúm a h1n1"
"Mỗi khi làm việc mệt hoặc căng thẳng, tôi hay bị những cơn đau thắt ngực trái, cảm giác lồng ngực bị đè nặng. Cơn đau thỉnh thoảng lan ra bả vai và cánh tay, kèm theo khó thở và vã mồ hôi.","block nhánh trái, bướu cổ, bệnh mạch vành, huyết khối tĩnh mạch sâu, hẹp mạch vành"
"Dạo này tôi đi tiểu rất khó khăn, tia nước yếu ớt và phải rặn mạnh mới ra được. Nước tiểu hay bị chẻ thành 2 tia, đi lắt nhắt nhiều lần cả ngày lẫn đêm, thỉnh thoảng lại thấy rát buốt.","ho gà, addison (suy tuyến thượng thận nguyên phát), bướu cổ, bạch cầu cấp, bạch hầu"
"Cổ họng tôi luôn có cảm giác vướng víu, nuốt thức ăn rất khó khăn và hay bị nghẹn. Ban đầu chỉ khó nuốt đồ đặc, giờ uống nước cũng thấy nghẹn, tôi bị nôn trớ và sụt cân khá nhiều.","ung thư thực quản, addison (suy tuyến thượng thận nguyên phát), hẹp thực quản, hội chứng peutz-jeghers, hội chứng zollinger-ellison"
"Tôi luôn thấy mệt mỏi, đi lại một lúc là thở hụt hơi và lồng ngực đau nhói. Tim đập nhanh loạn nhịp, da dẻ tôi dạo này xanh xao đi nhiều, có lúc hoa mắt suýt ngất xỉu.","block nhánh tim, bệnh cơ tim, bệnh cơ tim giãn, bệnh cơ tim hạn chế, chèn ép khoang dưới mỏm cùng vai"
"Mỗi lần đi bộ nhanh hoặc làm việc nặng là tôi bị đau tức ngực, khó thở và mệt lả đi. Tim hay đập hồi hộp, đánh trống ngực liên hồi, có lúc xây xẩm mặt mày muốn xỉu.","block nhánh phải, block nhánh trái, bướu cổ, bệnh cơ tim giãn, block nhĩ thất"
"Tôi bị những cơn khó thở kịch phát về đêm phải ngồi dậy mới thở được. Hai mắt cá chân sưng phù, đi lại hay làm việc nhà thì mệt mỏi đuối sức, đánh trống ngực và ho nhiều.","basedow, bướu cổ, hẹp van hai lá, hội chứng urê huyết tán huyết, viêm phổi"
"Ngực tôi thường hay tức nặng, khó thở và thở hụt hơi mỗi khi gắng sức. Nhịp tim đập loạn xạ, thỉnh thoảng choáng váng, hai bàn chân thì bị phù to nề lên vào buổi chiều.","bạch hầu thanh quản, hội chứng goodpasture, phình tách động mạch chủ, phình động mạch chủ ngực, tim to"
"Vợ chồng tôi thả mấy năm rồi mà chưa có tin vui. Dạo này kinh nguyệt của tôi rất thất thường lúc có lúc không, hay bị đau rát khi quan hệ, nổi nhiều mụn trứng cá và lông tay chân mọc rậm hơn.","hội chứng urê huyết tán huyết, nhiễm nấm candida (nhiễm trùng nấm men), u mềm treo, bong gân, buồng trứng đa nang"
"Cháu nhà tôi ho rũ rượi từng tràng dài không dứt, mặt đỏ gay tía tai, ho xong khục khặc thở rít lên như tiếng gà gáy. Bé khạc ra nhiều đờm dãi đặc dính và hay nôn trớ sau khi ho.","bạch cầu cấp, bệnh lao phổi, bỏng, giun móc, hen suyễn"
"Tóc tôi dạo này rụng rất nhiều, vuốt nhẹ cũng rụng cả nắm. Phần tóc trên đỉnh đầu và hai bên trán ngày càng thưa mỏng dần, để lộ cả những mảng da đầu trắng hếu.","chắp mắt, hội chứng rett, thiểu sản men răng, ung thư biểu mô tiểu thùy tại chỗ"
"Tôi thỉnh thoảng bị những cơn đánh trống ngực, tim đập hồi hộp và rối loạn nhịp. Có vài lần đang sinh hoạt bình thường tôi bị choáng váng và ngất xỉu một lúc mới tỉnh lại.","trụy tim, bướu cổ, bệnh cơ tim giãn, hội chứng brugada, block nhánh phải"
"Tôi bị đau thắt lưng cực kỳ dữ dội, lan xuống tận mặt sau đùi và hông. Hai chân tôi bắt đầu tê bì, yếu liệt dần, đặc biệt là tôi không còn kiểm soát được việc đi tiểu tiện nữa.","bỏng, hội chứng volkmann, nhiễm nấm candida (nhiễm trùng nấm men), thiếu máu, u mềm treo"
"Bụng tôi dạo này rất nhạy cảm, cứ ăn đồ lạ hay căng thẳng là sôi bụng ùng ục, đầy hơi trướng bụng và đau quặn lại. Lúc thì tôi bị tiêu chảy, lúc thì táo bón, đi vệ sinh xong thì bụng mới đỡ đau.","hội chứng ruột kích thích, lao ruột, co thắt đại tràng, hội chứng bartter, lao ruột, phúc mạc và mạc treo các tuyến (lao bụng)"
"Cơ thể tôi lúc nào cũng yếu ớt, dặt dẹo. Tôi rất dễ bị cảm lạnh, viêm họng, miệng thì hay bị tưa nấm trắng loét ra. Các vết thương xước ngoài da thì rất lâu lành và hay mưng mủ.","rôm sảy, thiếu máu, addison (suy tuyến thượng thận nguyên phát), chắp mắt, cường lách"
"Nước tiểu của tôi dạo này nổi rất nhiều bọt trắng xóa lâu tan. Mặt và hai mi mắt tôi sáng dậy sưng húp, hai bàn chân, cẳng chân cũng bị sưng phù nề lên ấn vào lõm sâu.","bỏng, nấm da (hắc lào), u mềm treo, giãn tĩnh mạch thừng tinh, hội chứng goodpasture"
"Tôi đột ngột bị một cơn đau thắt nghẹt ở lồng ngực, cảm giác đè nặng lan lên hàm và cánh tay trái. Cơn đau kéo dài suốt 20 phút không giảm, tôi vã mồ hôi, khó thở và có buồn nôn.","hội chứng vành cấp, amh thấp, babesia (nhiễm trùng do babesia), basedow, dịch hạch"
"Vùng da dưới cánh tay của tôi tiết ra mồ hôi rất nhiều dù không vận động nặng. Mồ hôi có mùi hôi nồng rất khó chịu, làm ố vàng cả nách áo của tôi.","sưng bao quy đầu, đau đầu migraine, barrett thực quản, bệnh mạch vành, chắp mắt"
"Tôi bị mệt mỏi triền miên, tim đập nhanh hồi hộp và khó thở. Đêm ngủ tôi không thể nằm đầu thấp, thỉnh thoảng có cơn khó thở kịch phát phải ngồi bật dậy vội, đôi lúc khạc ra đờm có dính bọt hồng.","bướu cổ, bệnh lao phổi, hẹp van hai lá, hở van 2 lá, tràn mủ màng phổi"
"Dạo này tôi hay bị khó thở và mệt mỏi khi hoạt động nặng. Cổ tôi nổi gân xanh, hai bàn chân và mắt cá chân sưng vù, bụng có vẻ trướng lên và dạo này tôi đi tiểu rất ít.","hội chứng urê huyết tán huyết, viêm phổi, basedow, block nhánh tim, block nhánh trái"
"Nhịp tim tôi đập rất mạnh và không đều, cảm giác hồi hộp đánh trống ngực liên tục. Tôi hay bị khó thở, tức ngực khi gắng sức, thỉnh thoảng thấy chóng mặt, xây xẩm và có phù nhẹ ở mắt cá chân.","block nhánh phải, block nhánh trái, bướu cổ, bệnh cơ tim giãn, hen suyển"
"Tôi luôn thấy mệt mỏi quá sức, khó thở ngay cả khi đang nghỉ ngơi bình thường. Tim đập dồn dập, tôi hay bị choáng váng chóng mặt, bụng trướng to ấm ách và cẳng chân thì sưng phù nề.","block nhánh tim, bỏng, cúm a h1n1, huyết khối tĩnh mạch sâu, hẹp van hai lá"
"Tôi rất nhanh bị mệt và đuối sức, leo vài bậc cầu thang đã thở hụt hơi. Đêm ngủ tôi hay bị ho khan và khó thở tức ngực, nhiều lúc phải kê thêm mấy cái gối mới chợp mắt được.","hen suyển, bạch hầu thanh quản, bệnh lao phổi, phình động mạch chủ ngực, tràn mủ màng phổi"
"Tôi bị ho kéo dài, lồng ngực hay căng tức và phát ra tiếng thở khò khè. Đi lại hay làm việc nhẹ tôi cũng thấy mệt lử, hụt hơi, ban đêm ngủ cũng thấy khó thở và dạo này sút cân nhiều.","bạch hầu thanh quản, bệnh cơ tim giãn, hở van 2 lá, khí phế thũng, phình động mạch chủ ngực"
"Tôi tự nhiên thấy lồng ngực nặng trĩu, khó hít thở sâu, ngột ngạt như thiếu không khí. Phải hít thở nhanh, nông và gấp gáp mới chịu được, nhịp tim thì đập thình thịch liên hồi.","dịch hạch, sốt rét, addison (suy tuyến thượng thận nguyên phát), amh thấp, babesia (nhiễm trùng do babesia)"
"Gần đây tôi sờ thấy một cục cứng ở bầu ngực, sờ vào thấy lổn nhổn, ấn không đau nhưng hình như dính chặt không di chuyển. Vùng da quanh đó có vẻ hơi sần sùi và núm vú thì hơi tụt vào trong.","nang nước thừng tinh ở trẻ em, bong gân, bạch biến, bệnh loạn dưỡng cơ duchenne, bệnh tuyến của tuyến vú adenosis"
"Hai vợ chồng tôi mãi vẫn chưa có con. Gần đây tôi cảm thấy ham muốn giảm sút, thi thoảng hơi đau tức nhẹ ở tinh hoàn. Lông râu của tôi mọc rất ít và thưa thớt so với trước đây.","huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, viêm mũi, bong gân, bướu cổ"
"Ở lưng và ngực tôi xuất hiện nhiều mảng da lốm đốm màu trắng hoặc hồng nhạt. Bề mặt da hơi khô, có vảy cám nhỏ xíu bong ra, ra nhiều mồ hôi là chỗ đó ngứa râm ran rất khó chịu.","lang ben, nhiễm nấm candida (nhiễm trùng nấm men), nấm da (hắc lào), phù kết mạc, sưng bao quy đầu"
"Tôi bị đau nhức lưng âm ỉ liên tục nhiều tháng nay. Đêm về tôi hay bị sốt nhẹ, vã mồ hôi trộm và gầy sút cân. Chỗ đốt sống lưng sưng u lên một cục mềm mềm nhưng không nóng đỏ.","nhiễm trùng hậu sản, hội chứng sốc nhiễm độc, bệnh lao xương, bệnh thấp tim, bỏng"
"Cháu trai nhà tôi năm nay 5 tuổi mà đi lại rất hay bị vấp ngã. Cháu đi lạch bạch như vịt, hay nhón gót, đứng lên ngồi xuống hoặc leo cầu thang trông rất khó khăn vất vả.","vôi hóa xương, bướu cổ, bạch cầu cấp, bạch hầu, bạch hầu thanh quản"
"Con tôi đã 2 tuổi rồi nhưng vẫn chưa biết bập bẹ nói từ nào. Cháu cũng không có phản ứng khi tôi gọi tên, ít khi tương tác bằng mắt hay dùng cử chỉ tay chân để đòi đồ vật.","hội chứng urê huyết tán huyết, u mềm treo, bệnh giác mạc chóp, bệnh xơ cứng bì toàn thể, chắp mắt"
"Hôm qua bê vác nặng quá sức, tôi bị nhói một cái ở vùng thắt lưng. Giờ chỗ đó đau cứng lại, thỉnh thoảng giật giật cơ, hơi sưng tấy lên và tôi không thể cúi xuống hay vặn mình được.","hội chứng sudeck (loạn dưỡng giao cảm phản xạ), bong gân, bệnh mạch vành, bỏng, chắp mắt"
"Bắp chân tôi dạo này nổi đầy các đường gân xanh ngoằn ngoèo mập mạp. Đi đứng lâu một chút là thấy tức nặng, mỏi nhừ, đêm hay bị chuột rút và chiều tối thường bị phù sưng hai mắt cá.","hội chứng urê huyết tán huyết, gai đen, nấm da (hắc lào), viêm cầu thận, basedow"
"Bìu bên trái của tôi thỉnh thoảng xệ xuống, nhìn thấy gân nổi loằng ngoằng như búi giun. Cứ đứng lâu hoặc làm việc nặng là thấy đau tức, khó chịu, nằm nghỉ một lúc thì cơn đau dịu bớt.","huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, mất kinh, mục cóc, nang nước thừng tinh ở trẻ em"
"Bác sĩ ơi, tôi bị bệnh gan đã lâu. Đột nhiên hôm nay tôi nôn ộc ra toàn máu tươi, đi ngoài thì phân đen sệt như bã cà phê, người thì choáng váng muốn ngất xỉu.","giãn tĩnh mạch thực quản, rò mao mạch, babesia (nhiễm trùng do babesia), block nhánh tim, bạch cầu cấp"
"Tôi bị ngã và giờ đau chói ở bắp chân, cẳng chân sưng nề, bầm tím và hoàn toàn không thể cử động hay đi lại được, sờ vào thấy xương có vẻ cong lệch.","đứt dây chằng, bong gân, hội chứng sốc nhiễm độc, hội chứng urê huyết tán huyết, trật khớp"
"Dạo này tôi bị đau lưng ngày càng nặng, lưng cứ còng và cúi gập về phía trước, rất khó để đứng thẳng người lên và cảm thấy chiều cao của mình bị giảm đi.","bong gân, brucella, bệnh mạch vành, bệnh phình động mạch chủ, bệnh tuyến của tuyến vú adenosis"
"Tôi bị sốt dai dẳng mãi không khỏi, nổi hạch sưng ở cổ và nách. Cơ thể mệt mỏi, sụt cân nhanh, miệng hay bị lở loét và phát ban đỏ khắp người.","bệnh lao xương, lỵ amip cấp, nấm da (hắc lào), thủy đậu, viêm khớp"
"Thỉnh thoảng tôi bị đánh trống ngực, tim đập lộn xộn, hồi hộp và có lúc bị choáng váng ngất xỉu đột ngột mà không rõ nguyên nhân.","trụy tim, bướu cổ, bệnh cơ tim giãn, block nhánh phải, block nhánh tim"
"Tôi bị đau thắt lưng dữ dội, hai chân tê yếu dần đi. Đặc biệt là tôi bị mất cảm giác vùng chậu và dạo này không thể kiểm soát được việc đi tiểu tiện.","hội chứng chùm đuôi ngựa, nhiễm nấm candida (nhiễm trùng nấm men), thiếu máu, xơ vữa động mạch ngoại biên, bong gân"
"Tôi bị đau thắt lưng dai dẳng, cơn đau lan dọc xuống tận mặt sau của đùi và cẳng chân. Kể cả khi nằm nghỉ ngơi thì cơn đau cũng không thuyên giảm.","bỏng, u mềm treo, bong gân, bệnh mạch vành, bệnh tuyến của tuyến vú adenosis"
"Tôi bị đau thắt lưng, hai chân yếu hẳn đi đi lại khó khăn. Dạo này tôi còn có biểu hiện bí tiểu, đại tiểu tiện mất tự chủ.","nhiễm nấm candida (nhiễm trùng nấm men), bong gân, bệnh mạch vành, bệnh tuyến của tuyến vú adenosis, bỏng"
"Cháu nhà tôi bị sốt cao mấy ngày không hạ, nổi ban đỏ khắp người, hai mắt đỏ hoe. Lưỡi cháu đỏ rực nổi gai như quả dâu tây và lòng bàn tay bàn chân bị sưng tấy đỏ.","hội chứng urê huyết tán huyết, cúm a h1n1, nhiễm nấm candida (nhiễm trùng nấm men), nấm da (hắc lào), sưng bao quy đầu"
"Dạo này tôi rất mệt mỏi, chán ăn, sút cân nhanh và hay đổ mồ hôi đầm đìa về đêm. Đi khám bác sĩ bảo tôi bị lách to, thiếu máu và trên người hay xuất hiện vết bầm tím.","bệnh bạch cầu, ung thư lá lách, babesia (nhiễm trùng do babesia), basedow, bệnh lao phổi"
"Da tôi tự nhiên bị mất lớp mỡ dưới da, nhăn nheo và nổi rõ các đường tĩnh mạch xanh. Tôi hay thấy đói cồn cào, kinh nguyệt không đều và chân tay dễ bị bầm tím.","hội chứng urê huyết tán huyết, suy buồng trứng, u mềm treo, bong gân, buồng trứng đa nang"
Dạo này tôi hay bị ra máu âm đạo bất thường giữa các chu kỳ kinh nguyệt và chảy máu sau khi quan hệ. Thỉnh thoảng tôi còn thấy đau tức ở vùng bụng dưới tiểu khung.,"huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, hội chứng behcet, hội chứng kháng thể kháng phospholipid, mục cóc"
"Tôi hay bị đau nhức sâu bên trong xương, tay chân có vẻ bị cong vẹo biến dạng, đi lại khó khăn. Bác sĩ bảo cấu trúc xương của tôi yếu và rất dễ bị gãy.","chèn ép khoang dưới mỏm cùng vai, gãy xương, hội chứng urê huyết tán huyết, hội chứng volkmann, nấm da (hắc lào)"
"Bé nhà tôi phát triển chiều cao rất chậm, tay chân có vẻ ngắn và bé hơn so với thân mình. Đầu bé hơi to, trán rộng và phần sống mũi có vẻ dẹt xuống.","hội chứng noonan, hội chứng urê huyết tán huyết, nấm da (hắc lào), u mềm treo, chắp mắt"
"Trên lưỡi tôi xuất hiện những mảng nhẵn màu đỏ, hình dạng loang lổ ngoằn ngoèo như bản đồ. Nó hay thay đổi vị trí kích thước và ăn đồ chua cay vào thì thấy rất rát.","lưỡi bản đồ, nhiễm nấm candida (nhiễm trùng nấm men), bỏng, chắp mắt, căng cơ quá mức"
"Mỗi lần đến kỳ kinh nguyệt tôi bị đau quặn vùng bụng dưới và vùng chậu lăn lộn, máu kinh ra ồ ạt rất nhiều. Thỉnh thoảng tôi còn bị đau thắt khi quan hệ tình dục.","huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, viêm mũi, bong gân, bướu cổ"
"Tôi đi vệ sinh thấy buốt rát kinh khủng, vùng kín tiết ra rất nhiều dịch mủ màu vàng đục, có mùi hôi và thỉnh thoảng bị chảy máu giữa chu kỳ kinh.","nhiễm nấm candida (nhiễm trùng nấm men), vảy nến, barrett thực quản, bướu cổ, bạch cầu cấp"
"Hàm răng của tôi mọc chen chúc lộn xộn, răng cửa hàm trên bị chìa vẩu ra ngoài. Khi tôi cắn hai hàm lại thì chúng không khít vào nhau mà hở ra một khoảng.","bướu cổ, bạch cầu cấp, bạch hầu, bạch hầu thanh quản, bệnh cơ tim hạn chế"
"Trẻ nhà tôi đang chơi tự nhiên khóc thét lên, co rúm hai chân vào bụng. Cháu nôn ói liên tục, lừ đừ và chiều nay đi cầu ra phân có lẫn dịch nhầy và máu tươi.","áp xe não do amip, hội chứng urê huyết tán huyết, trụy tim, viêm màng não, addison (suy tuyến thượng thận nguyên phát)"
"Dạo này giọng tôi bị khàn đặc, nói rất thều thào yếu hơi. Khi ăn hay uống nước tôi rất hay bị sặc, mắc nghẹn, và thỉnh thoảng thấy khó thở, thở có tiếng khò khè.","bướu cổ, bạch cầu cấp, bạch hầu, bạch hầu thanh quản, bệnh cơ tim hạn chế"
"Sáng ngủ dậy tôi thấy nửa mặt mình bị đơ cứng, miệng méo xệch, mắt bên đó không nhắm kín được. Tôi ăn uống hay bị trào ra ngoài và thấy đau buốt ở sau mang tai.","bỏng, viêm cân gan chân, viêm mũi, bong gân, bệnh tuyến của tuyến vú adenosis"
"Móng tay và móng chân của tôi dạo này trở nên dày cộm, sần sùi, đổi sang màu vàng đục. Móng rất giòn, hay bị nứt nẻ, bong tróc mủn ra và hình dạng cong vẹo.","nấm da (hắc lào), hội chứng urê huyết tán huyết, u mềm treo, bỏng, chàm đồng tiền"
"Tôi hay bị nóng rát cồn cào ở vùng sau xương ức, nuốt thức ăn thấy đau nghẹn. Thỉnh thoảng tôi bị nôn ọe, ợ hơi liên tục và dạo này sút cân không rõ lý do.","basedow, bạch cầu cấp, bệnh mạch vành, giun móc, hiv"
"Mắt tôi nhìn mọi thứ cứ bị mờ dần, đặc biệt là nhìn các đường thẳng thì thấy nó bị uốn cong, méo mó đi. Ở tầm nhìn giữa cứ có một mảng mờ che khuất rất khó chịu.","chắp mắt, màng trước võng mạc, hiv, hẹp mạch máu não, hội chứng goodpasture"
"Tôi đi khám phát hiện mỡ máu rất cao. Thỉnh thoảng tôi hay bị nhức đầu, hoa mắt, tê bì các đầu ngón tay ngón chân và có những cơn đau tức ở vùng ngực.","thiếu máu, u mềm treo, chèn ép khoang dưới mỏm cùng vai, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu"
"Đã mấy tháng nay tôi không thấy có kinh nguyệt. Cơ thể hay bị bốc hỏa, khô hạn vùng kín đau rát khi quan hệ, dạo này tôi cũng hay bị đau đầu và giảm hẳn ham muốn.","hội chứng behcet, mất kinh, nhiễm nấm candida (nhiễm trùng nấm men), viêm họng xung huyết, viêm mũi"
"Bà nhà tôi dạo này trí nhớ suy giảm hẳn, vừa nói xong đã quên ngay, không nhớ nổi tên đồ vật quen thuộc. Bà hay bị lạc đường, đi ra ngõ là mất phương hướng không biết lối về.","bệnh xơ cứng bì toàn thể, chấn thương sọ não, chắp mắt, hay quên, hội chứng behcet"
