query,predicted_labels
"Tôi hay bị đau nửa đầu dữ dội giật theo nhịp mạch, rất nhạy cảm với ánh sáng chói và tiếng ồn. Mỗi đợt đau là hoa mắt chóng mặt, nôn mửa, tê bì ngứa ran tay chân và vai cổ rất căng cứng nhức mỏi.","u mềm treo, đau đầu migraine, thiếu máu, viêm đầu ti, chèn ép khoang dưới mỏm cùng vai"
"Tôi hay bị đau nhói buốt một bên thái dương và hố mắt, đau rát dữ dội. Khi đau kèm theo đỏ bừng mặt, đổ mồ hôi trán, chảy nước mắt, nghẹt mũi và đôi khi sụp cả mí mắt bên đau.","đau đầu vận mạch, viêm xoang mũi dị ứng, bỏng, nhiễm nấm candida (nhiễm trùng nấm men), nấm da (hắc lào)"
"Đi vệ sinh xong tôi bị đau rát dữ dội vùng hậu môn như dao đâm cắt, cảm giác đau kéo dài rất lâu. Chỗ đó hơi sưng tấy, ngứa ngáy và thỉnh thoảng tôi thấy có dính máu tươi trên giấy vệ sinh.","viêm đầu ti, viêm môi, nhiễm nấm candida (nhiễm trùng nấm men), áp xe rò luân nhĩ, trĩ nội"
"Sáng ngủ dậy hai mắt tôi dính chặt đầy ghèn mủ vàng xanh, tròng mắt đỏ ngầu. Lúc nào cũng có cảm giác cộm ngứa, xót rát như có cát bên trong, chảy nước mắt liên tục và rất chói khi nhìn ánh sáng.","viêm bờ mi mắt, nấm da (hắc lào), nhiễm nấm candida (nhiễm trùng nấm men), dị ứng mắt, ho gà"
"Ban đầu tôi đau âm ỉ vùng quanh rốn, giờ cơn đau quặn thắt chuyển hẳn sang góc dưới bụng bên phải. Đau điếng người mỗi khi tôi ho hay cử động, kèm theo buồn nôn, bụng sưng chướng và hâm hấp sốt.","sỏi tụy, viêm mào tinh hoàn, hội chứng ruột kích thích, lỵ amip cấp, viêm phúc mạc ruột thừa"
"Tôi hay bị đau rát, châm chích vùng chóp bụng trên rốn, lúc thì đau âm ỉ lúc thì nhói lên dữ dội. Bụng lúc nào cũng đầy chướng khó tiêu, hay nôn ọe trớ ra thức ăn và nuốt hơi nghẹn.","đau thượng vị, viêm xung huyết hang vị dạ dày, loét dạ dày tá tràng, nhiễm nấm candida (nhiễm trùng nấm men), sỏi tụy"
"Một bên tinh hoàn của tôi tự nhiên sưng to, tấy đỏ bóng và đau nhức nhối, đau lan lên cả hông lưng và bụng dưới. Tôi còn bị buồn nôn, sốt và đi tiểu thấy rát, lắt nhắt liên tục.","nhiễm nấm candida (nhiễm trùng nấm men), vỡ túi ngực, viêm đầu ti, thoát vị bẹn người lớn, nhiễm trùng hậu sản"
"Tôi bị sốt rất cao đột ngột, nhức đầu đau lưng dữ dội mệt mỏi. Sau đó trên mặt, tay chân nổi đầy các nốt ban đỏ, rồi tiến triển thành các mụn nước, mụn bọng mủ tròn căng và lở loét rất đau rát.","nhiễm nấm candida (nhiễm trùng nấm men), u mềm treo, nấm da (hắc lào), chèn ép khoang dưới mỏm cùng vai, hội chứng urê huyết tán huyết"
"Người tôi mệt mỏi uể oải, ớn lạnh sốt cao và nổi hạch sưng to. Trên mặt, lòng bàn tay bàn chân bắt đầu mọc các nốt sần, sau đó tiến triển thành mụn nước, hóa mủ rồi đóng vảy cứng xẹp xuống.","đậu mùa khỉ, nấm da (hắc lào), u mềm treo, hội chứng urê huyết tán huyết, hội chứng goodpasture"
"Ông nhà tôi đột nhiên bị méo xệch một bên miệng, nói đớ nhíu lưỡi không rõ chữ. Một bên tay chân tê yếu hẳn đi lỏng lẻo rơi đồ, hoa mắt chóng mặt và đi lại mất thăng bằng lảo đảo lảo đảo.","thiếu máu, u mềm treo, hội chứng urê huyết tán huyết, phình động mạch ở cổ, đột quỵ"
"Mắt tôi dạo này nhìn cái gì cũng rất mờ, cảm giác như có màn sương mờ che phủ trước mặt, ra ngoài nắng thì cực kỳ chói lóa. Nhận biết màu sắc kém đi nhạt nhòa và thỉnh thoảng nhìn một vật lại hóa thành hai.","chắp mắt, viêm xoang mũi dị ứng, viêm xương tai chũm, ung thư biểu mô tiểu thùy tại chỗ, áp xe não"
"Hôm qua tôi bị té ngã, lúc đó nghe tiếng rắc nhỏ ở khớp. Giờ chỗ đó sưng vù, bầm tím và đau nhức vô cùng. Khớp lỏng lẻo hẳn đi và tôi không thể cử động chân được nữa.","đứt dây chằng, nấm da (hắc lào), hội chứng urê huyết tán huyết, vỡ túi ngực, bong gân"
"Dạo này tôi hay bị tê yếu, châm chích ở tay chân. Đầu gối rất đau mỗi khi co duỗi, còn vùng vai thì nhức mỏi, đi khám bác sĩ bảo tôi bị chèn ép do có mẩu xương dư ra.","xơ vữa động mạch ngoại biên, chèn ép khoang dưới mỏm cùng vai, tê bì chân tay, u mềm treo, hội chứng urê huyết tán huyết"
"Gần đây tôi luôn thấy mệt mỏi, chán ăn và hay buồn nôn. Da và tròng trắng mắt có vẻ vàng đi, trên người nổi mẩn ngứa gãi không đỡ, đi tiểu thì nước tiểu rất sẫm màu.","thủy đậu, gan nhiễm mỡ, tiêu chảy nhiễm trùng, suy thận, nóng gan"
"Chân tôi bị kẹt sau tai nạn, nghe tiếng rắc một cái. Chỗ gãy đau nhói, sưng đỏ và bầm tím, nhìn chân có vẻ cong vẹo bất thường và tôi không thể nhúc nhích được nữa.","hội chứng urê huyết tán huyết, hội chứng sốc nhiễm độc, viêm khớp nhiễm khuẩn, gãy xương, nhiễm trùng hậu sản"
"Khớp cổ chân tôi sưng to và đau nhức sau một cú trượt chân. Chỗ sưng hơi bầm tím lốm đốm, khớp lỏng lẻo khiến tôi không thể đứng vững hay cử động bình thường.","đứt dây chằng, nấm da (hắc lào), hội chứng urê huyết tán huyết, vỡ túi ngực, u mềm treo"
"Tự nhiên tôi bị đau đầu dữ dội không chịu nổi, nôn ói liên tục và rất chói mắt khi nhìn ánh sáng. Có lúc tôi bị hoa mắt, yếu liệt hẳn một bên tay chân và ý thức lơ mơ.","giãn mạch máu não, phế cầu khuẩn, hội chứng urê huyết tán huyết, viêm xoang, u mềm treo"
"Tôi bị ho khạc đờm đặc màu xanh vàng suốt nhiều năm nay, thỉnh thoảng có ho lẫn cả máu. Ngực hay bị đau tức và dạo này tôi bắt đầu thấy khó thở, có tiếng thở rít.","viêm đường hô hấp dưới, lao phổi, tràn mủ màng phổi, bệnh lao phổi, viêm phế quản"
"Vùng kín của tôi xuất hiện một vết loét nhỏ hình tròn nhưng không hề đau. Dạo này tôi hay bị đau nhức khớp, rụng tóc, nổi ban đỏ không ngứa ở lòng bàn tay bàn chân và sưng hạch bạch huyết.","giang mai, nấm da (hắc lào), hội chứng urê huyết tán huyết, xơ vữa động mạch ngoại biên, hội chứng goodpasture"
"Bụng tôi hay đau quặn lên sau khi ăn, lúc nào cũng thấy no đầy dù ăn rất ít. Dạo này tôi hay mệt mỏi, buồn nôn và thỉnh thoảng đi ngoài thấy phân sẫm màu như bã cà phê.","gist dạ dày, gai đen, gan nhiễm mỡ, lỵ amip cấp, viêm phổi"
"Nửa đêm ngón chân cái của tôi đột nhiên sưng vù, nóng ran, tấy đỏ và đau nhức dữ dội như dao đâm. Qua cơn đau cấp thì nó vẫn cứ đau âm ỉ râm ran suốt nhiều ngày sau đó.","nhiễm trùng hậu sản, hội chứng sốc nhiễm độc, nấm da (hắc lào), viêm bờ mi mắt, viêm khớp nhiễm khuẩn"
"Đầu ngón tay ngón chân và quanh miệng tôi hay bị tê rần châm chích. Thỉnh thoảng các cơ tay chân bị co rút lại rất đau đớn, người lúc nào cũng lo âu hồi hộp, tim đập lộn xộn.","u mềm treo, hội chứng urê huyết tán huyết, nang tuyến bartholin (viêm tuyến bartholin), hẹp van hai lá, hở van 2 lá"
"Tự nhiên người tôi bủn rủn, vã mồ hôi lạnh toát và tim đập thình thịch. Mắt hoa lên nhìn mờ, tay chân run rẩy, bụng đói cồn cào và đầu óc lơ mơ khó tập trung.","trụy tim, phế cầu khuẩn, u mềm treo, hội chứng urê huyết tán huyết, chắp mắt"
"Vùng hậu môn của tôi bị sưng tấy, ngứa ngáy và cảm giác nóng rát. Mỗi lần đi vệ sinh là đau buốt dữ dội, thỉnh thoảng có rỉ dịch mủ hoặc máu đọng lại trên giấy vệ sinh.","viêm đầu ti, viêm môi, nấm da (hắc lào), viêm bờ mi mắt, huyết khối tĩnh mạch sâu"
"Tôi hay bị ho dai dẳng về đêm, mỗi lần ho lại kèm theo những cơn khó thở, tức ngực. Ngực tôi cứ phát ra tiếng thở khò khè, cò cử, đặc biệt là khi thời tiết trở lạnh.","hen suyển, viêm phế quản, ung thư phế quản phổi nguyên phát, suy tim tâm thu, hen phế quản"
"Nửa đêm tôi thường bị đánh thức bởi những cơn ho khan và khó thở dữ dội. Lồng ngực nặng trĩu bóp nghẹt, tôi phải ngồi dậy há miệng thở dốc, kèm theo tiếng thở khò khè rít lên từng hồi.","hen suyển, hở van 2 lá, bệnh mạch vành, hen suyễn, bệnh lao phổi"
"Thỉnh thoảng tôi bị chóng mặt, choáng váng muốn ngã. Có lúc bỗng dưng nói lắp bắp khó nghe, mắt nhìn mờ đi, tay chân lóng ngóng yếu hẳn đi một bên trong vài phút rồi hết.","u mềm treo, hội chứng urê huyết tán huyết, chắp mắt, áp xe não, ho gà"
"Mỗi khi làm việc mệt hoặc căng thẳng, tôi hay bị những cơn đau thắt ngực trái, cảm giác lồng ngực bị đè nặng. Cơn đau thỉnh thoảng lan ra bả vai và cánh tay, kèm theo khó thở và vã mồ hôi.","bệnh mạch vành, u mềm treo, block nhánh trái, nhồi máu cơ tim cấp, trụy tim"
"Dạo này tôi đi tiểu rất khó khăn, tia nước yếu ớt và phải rặn mạnh mới ra được. Nước tiểu hay bị chẻ thành 2 tia, đi lắt nhắt nhiều lần cả ngày lẫn đêm, thỉnh thoảng lại thấy rát buốt.","ho gà, rối loạn tiểu tiện, thận bột, hẹp hậu môn ở trẻ em, hội chứng kháng thể kháng phospholipid"
"Cổ họng tôi luôn có cảm giác vướng víu, nuốt thức ăn rất khó khăn và hay bị nghẹn. Ban đầu chỉ khó nuốt đồ đặc, giờ uống nước cũng thấy nghẹn, tôi bị nôn trớ và sụt cân khá nhiều.","ung thư thực quản, viêm tuyến giáp, ung thư phổi, viêm xoang, nấm da (hắc lào)"
"Tôi luôn thấy mệt mỏi, đi lại một lúc là thở hụt hơi và lồng ngực đau nhói. Tim đập nhanh loạn nhịp, da dẻ tôi dạo này xanh xao đi nhiều, có lúc hoa mắt suýt ngất xỉu.","chèn ép khoang dưới mỏm cùng vai, nhịp nhanh nhĩ, nhịp nhanh thất, nhịp tim nhanh, bệnh mạch vành"
"Mỗi lần đi bộ nhanh hoặc làm việc nặng là tôi bị đau tức ngực, khó thở và mệt lả đi. Tim hay đập hồi hộp, đánh trống ngực liên hồi, có lúc xây xẩm mặt mày muốn xỉu.","block nhánh phải, block nhánh trái, bệnh cơ tim giãn, bướu cổ, u mềm treo"
"Tôi bị những cơn khó thở kịch phát về đêm phải ngồi dậy mới thở được. Hai mắt cá chân sưng phù, đi lại hay làm việc nhà thì mệt mỏi đuối sức, đánh trống ngực và ho nhiều.","hội chứng urê huyết tán huyết, block nhánh trái, hội chứng tiền kinh nguyệt, u mềm treo, basedow"
"Ngực tôi thường hay tức nặng, khó thở và thở hụt hơi mỗi khi gắng sức. Nhịp tim đập loạn xạ, thỉnh thoảng choáng váng, hai bàn chân thì bị phù to nề lên vào buổi chiều.","hội chứng goodpasture, bệnh mạch vành, u mềm treo, phình tách động mạch chủ, tim to"
"Vợ chồng tôi thả mấy năm rồi mà chưa có tin vui. Dạo này kinh nguyệt của tôi rất thất thường lúc có lúc không, hay bị đau rát khi quan hệ, nổi nhiều mụn trứng cá và lông tay chân mọc rậm hơn.","u mềm treo, hội chứng urê huyết tán huyết, nhiễm nấm candida (nhiễm trùng nấm men), lang ben, ung thư buồng trứng"
"Cháu nhà tôi ho rũ rượi từng tràng dài không dứt, mặt đỏ gay tía tai, ho xong khục khặc thở rít lên như tiếng gà gáy. Bé khạc ra nhiều đờm dãi đặc dính và hay nôn trớ sau khi ho.","bỏng, tràn mủ màng phổi, viêm xoang mũi dị ứng, bệnh lao phổi, hen suyễn"
"Tóc tôi dạo này rụng rất nhiều, vuốt nhẹ cũng rụng cả nắm. Phần tóc trên đỉnh đầu và hai bên trán ngày càng thưa mỏng dần, để lộ cả những mảng da đầu trắng hếu.","chắp mắt, hội chứng rett, thiểu sản men răng, ung thư biểu mô tiểu thùy tại chỗ"
"Tôi thỉnh thoảng bị những cơn đánh trống ngực, tim đập hồi hộp và rối loạn nhịp. Có vài lần đang sinh hoạt bình thường tôi bị choáng váng và ngất xỉu một lúc mới tỉnh lại.","trụy tim, hội chứng brugada, bệnh cơ tim giãn, bướu cổ, hẹp van động mạch chủ"
"Tôi bị đau thắt lưng cực kỳ dữ dội, lan xuống tận mặt sau đùi và hông. Hai chân tôi bắt đầu tê bì, yếu liệt dần, đặc biệt là tôi không còn kiểm soát được việc đi tiểu tiện nữa.","u mềm treo, thiếu máu, u tủy sống, bỏng, nhiễm nấm candida (nhiễm trùng nấm men)"
"Bụng tôi dạo này rất nhạy cảm, cứ ăn đồ lạ hay căng thẳng là sôi bụng ùng ục, đầy hơi trướng bụng và đau quặn lại. Lúc thì tôi bị tiêu chảy, lúc thì táo bón, đi vệ sinh xong thì bụng mới đỡ đau.","lao ruột, hội chứng ruột kích thích, hội chứng bartter, lao ruột, phúc mạc và mạc treo các tuyến (lao bụng), viêm đại tràng co thắt"
"Cơ thể tôi lúc nào cũng yếu ớt, dặt dẹo. Tôi rất dễ bị cảm lạnh, viêm họng, miệng thì hay bị tưa nấm trắng loét ra. Các vết thương xước ngoài da thì rất lâu lành và hay mưng mủ.","thiếu máu, rôm sảy, hội chứng suy giảm miễn dịch, hạ cam, chắp mắt"
"Nước tiểu của tôi dạo này nổi rất nhiều bọt trắng xóa lâu tan. Mặt và hai mi mắt tôi sáng dậy sưng húp, hai bàn chân, cẳng chân cũng bị sưng phù nề lên ấn vào lõm sâu.","u mềm treo, nấm da (hắc lào), bỏng, hội chứng goodpasture, hội chứng tiền kinh nguyệt"
"Tôi đột ngột bị một cơn đau thắt nghẹt ở lồng ngực, cảm giác đè nặng lan lên hàm và cánh tay trái. Cơn đau kéo dài suốt 20 phút không giảm, tôi vã mồ hôi, khó thở và có buồn nôn.","bệnh mạch vành, u mềm treo, hội chứng vành cấp, sỏi ống mật chủ, hội chứng urê huyết tán huyết"
"Vùng da dưới cánh tay của tôi tiết ra mồ hôi rất nhiều dù không vận động nặng. Mồ hôi có mùi hôi nồng rất khó chịu, làm ố vàng cả nách áo của tôi.","sưng bao quy đầu, đau đầu migraine, bệnh mạch vành, lang ben, viêm amidan có mủ"
"Tôi bị mệt mỏi triền miên, tim đập nhanh hồi hộp và khó thở. Đêm ngủ tôi không thể nằm đầu thấp, thỉnh thoảng có cơn khó thở kịch phát phải ngồi bật dậy vội, đôi lúc khạc ra đờm có dính bọt hồng.","tràn mủ màng phổi, bệnh lao phổi, viêm phế quản, trụy tim, block nhánh trái"
"Dạo này tôi hay bị khó thở và mệt mỏi khi hoạt động nặng. Cổ tôi nổi gân xanh, hai bàn chân và mắt cá chân sưng vù, bụng có vẻ trướng lên và dạo này tôi đi tiểu rất ít.","hội chứng urê huyết tán huyết, block nhánh trái, u mềm treo, viêm phổi, hội chứng goodpasture"
"Nhịp tim tôi đập rất mạnh và không đều, cảm giác hồi hộp đánh trống ngực liên tục. Tôi hay bị khó thở, tức ngực khi gắng sức, thỉnh thoảng thấy chóng mặt, xây xẩm và có phù nhẹ ở mắt cá chân.","u mềm treo, block nhánh phải, block nhánh trái, ám ảnh sợ hãi, hội chứng urê huyết tán huyết"
"Tôi luôn thấy mệt mỏi quá sức, khó thở ngay cả khi đang nghỉ ngơi bình thường. Tim đập dồn dập, tôi hay bị choáng váng chóng mặt, bụng trướng to ấm ách và cẳng chân thì sưng phù nề.","viêm tĩnh mạch, bỏng, block nhánh tim, hội chứng tiền kinh nguyệt, u mềm treo"
"Tôi rất nhanh bị mệt và đuối sức, leo vài bậc cầu thang đã thở hụt hơi. Đêm ngủ tôi hay bị ho khan và khó thở tức ngực, nhiều lúc phải kê thêm mấy cái gối mới chợp mắt được.","hen suyển, bệnh lao phổi, polyp dây thanh quản, viêm mũi, vôi hóa xương"
"Tôi bị ho kéo dài, lồng ngực hay căng tức và phát ra tiếng thở khò khè. Đi lại hay làm việc nhẹ tôi cũng thấy mệt lử, hụt hơi, ban đêm ngủ cũng thấy khó thở và dạo này sút cân nhiều.","ung thư phổi, suy tim tâm thu, suy thận, viêm đường hô hấp dưới, bệnh cơ tim giãn"
"Tôi tự nhiên thấy lồng ngực nặng trĩu, khó hít thở sâu, ngột ngạt như thiếu không khí. Phải hít thở nhanh, nông và gấp gáp mới chịu được, nhịp tim thì đập thình thịch liên hồi.","sốt rét, bệnh mạch vành, lang ben, nhịp tim chậm, u mềm treo"
"Gần đây tôi sờ thấy một cục cứng ở bầu ngực, sờ vào thấy lổn nhổn, ấn không đau nhưng hình như dính chặt không di chuyển. Vùng da quanh đó có vẻ hơi sần sùi và núm vú thì hơi tụt vào trong.","nang nước thừng tinh ở trẻ em, lang ben, u mềm treo, chắp mắt, ung thư biểu mô tiểu thùy tại chỗ"
"Hai vợ chồng tôi mãi vẫn chưa có con. Gần đây tôi cảm thấy ham muốn giảm sút, thi thoảng hơi đau tức nhẹ ở tinh hoàn. Lông râu của tôi mọc rất ít và thưa thớt so với trước đây.","hội chứng prader-willi, suy thận, viêm mũi, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu"
"Ở lưng và ngực tôi xuất hiện nhiều mảng da lốm đốm màu trắng hoặc hồng nhạt. Bề mặt da hơi khô, có vảy cám nhỏ xíu bong ra, ra nhiều mồ hôi là chỗ đó ngứa râm ran rất khó chịu.","u mềm treo, lang ben, sưng bao quy đầu, viêm xoang mũi dị ứng, phù kết mạc"
"Tôi bị đau nhức lưng âm ỉ liên tục nhiều tháng nay. Đêm về tôi hay bị sốt nhẹ, vã mồ hôi trộm và gầy sút cân. Chỗ đốt sống lưng sưng u lên một cục mềm mềm nhưng không nóng đỏ.","nhiễm trùng hậu sản, hội chứng sốc nhiễm độc, viêm bờ mi mắt, viêm khớp nhiễm khuẩn, vỡ túi ngực"
"Cháu trai nhà tôi năm nay 5 tuổi mà đi lại rất hay bị vấp ngã. Cháu đi lạch bạch như vịt, hay nhón gót, đứng lên ngồi xuống hoặc leo cầu thang trông rất khó khăn vất vả.","vôi hóa xương, hội chứng sau bại liệt, chắp mắt, ung thư biểu mô tiểu thùy tại chỗ, áp xe phổi"
"Con tôi đã 2 tuổi rồi nhưng vẫn chưa biết bập bẹ nói từ nào. Cháu cũng không có phản ứng khi tôi gọi tên, ít khi tương tác bằng mắt hay dùng cử chỉ tay chân để đòi đồ vật.","u mềm treo, hội chứng urê huyết tán huyết, lang ben, phân su, chắp mắt"
"Hôm qua bê vác nặng quá sức, tôi bị nhói một cái ở vùng thắt lưng. Giờ chỗ đó đau cứng lại, thỉnh thoảng giật giật cơ, hơi sưng tấy lên và tôi không thể cúi xuống hay vặn mình được.","hội chứng sudeck (loạn dưỡng giao cảm phản xạ), bệnh mạch vành, hói đầu, chắp mắt, áp xe rò luân nhĩ"
"Bắp chân tôi dạo này nổi đầy các đường gân xanh ngoằn ngoèo mập mạp. Đi đứng lâu một chút là thấy tức nặng, mỏi nhừ, đêm hay bị chuột rút và chiều tối thường bị phù sưng hai mắt cá.","hội chứng urê huyết tán huyết, gai đen, viêm cầu thận, nấm da (hắc lào), bệnh mạch vành"
"Bìu bên trái của tôi thỉnh thoảng xệ xuống, nhìn thấy gân nổi loằng ngoằng như búi giun. Cứ đứng lâu hoặc làm việc nặng là thấy đau tức, khó chịu, nằm nghỉ một lúc thì cơn đau dịu bớt.","viêm tụy hoại tử, bệnh mạch vành, nhiễm ký sinh trùng, suy thận, viêm xương tai chũm"
"Bác sĩ ơi, tôi bị bệnh gan đã lâu. Đột nhiên hôm nay tôi nôn ộc ra toàn máu tươi, đi ngoài thì phân đen sệt như bã cà phê, người thì choáng váng muốn ngất xỉu.","giãn tĩnh mạch thực quản, rò mao mạch, tái cực sớm, trụy tim, xuất huyết dạ dày"
"Tôi bị ngã và giờ đau chói ở bắp chân, cẳng chân sưng nề, bầm tím và hoàn toàn không thể cử động hay đi lại được, sờ vào thấy xương có vẻ cong lệch.","đứt dây chằng, hội chứng urê huyết tán huyết, trật khớp, bong gân, hội chứng sốc nhiễm độc"
"Dạo này tôi bị đau lưng ngày càng nặng, lưng cứ còng và cúi gập về phía trước, rất khó để đứng thẳng người lên và cảm thấy chiều cao của mình bị giảm đi.","bệnh mạch vành, gù cột sống, chắp mắt, ung thư biểu mô tiểu thùy tại chỗ, bệnh phình động mạch chủ"
"Tôi bị sốt dai dẳng mãi không khỏi, nổi hạch sưng ở cổ và nách. Cơ thể mệt mỏi, sụt cân nhanh, miệng hay bị lở loét và phát ban đỏ khắp người.","nấm da (hắc lào), viêm đường ruột, lỵ amip cấp, sưng bao quy đầu, nhiễm nấm candida (nhiễm trùng nấm men)"
"Thỉnh thoảng tôi bị đánh trống ngực, tim đập lộn xộn, hồi hộp và có lúc bị choáng váng ngất xỉu đột ngột mà không rõ nguyên nhân.","trụy tim, bệnh cơ tim giãn, bướu cổ, cường giáp, tái cực sớm"
"Tôi bị đau thắt lưng dữ dội, hai chân tê yếu dần đi. Đặc biệt là tôi bị mất cảm giác vùng chậu và dạo này không thể kiểm soát được việc đi tiểu tiện.","hội chứng chùm đuôi ngựa, thiếu máu, xơ vữa động mạch ngoại biên, nhiễm nấm candida (nhiễm trùng nấm men), bệnh mạch vành"
"Tôi bị đau thắt lưng dai dẳng, cơn đau lan dọc xuống tận mặt sau của đùi và cẳng chân. Kể cả khi nằm nghỉ ngơi thì cơn đau cũng không thuyên giảm.","u mềm treo, bỏng, bệnh mạch vành, hội chứng vành cấp, lang ben"
"Tôi bị đau thắt lưng, hai chân yếu hẳn đi đi lại khó khăn. Dạo này tôi còn có biểu hiện bí tiểu, đại tiểu tiện mất tự chủ.","nhiễm nấm candida (nhiễm trùng nấm men), bệnh mạch vành, hội chứng chùm đuôi ngựa, hội chứng vành cấp, hẹp hậu môn ở trẻ em"
"Cháu nhà tôi bị sốt cao mấy ngày không hạ, nổi ban đỏ khắp người, hai mắt đỏ hoe. Lưỡi cháu đỏ rực nổi gai như quả dâu tây và lòng bàn tay bàn chân bị sưng tấy đỏ.","hội chứng urê huyết tán huyết, viêm bờ mi mắt, hội chứng goodpasture, u mềm treo, dị ứng thời tiết"
"Dạo này tôi rất mệt mỏi, chán ăn, sút cân nhanh và hay đổ mồ hôi đầm đìa về đêm. Đi khám bác sĩ bảo tôi bị lách to, thiếu máu và trên người hay xuất hiện vết bầm tím.","ung thư lá lách, bệnh bạch cầu, basedow, thận bột, cường lách"
"Da tôi tự nhiên bị mất lớp mỡ dưới da, nhăn nheo và nổi rõ các đường tĩnh mạch xanh. Tôi hay thấy đói cồn cào, kinh nguyệt không đều và chân tay dễ bị bầm tím.","hội chứng urê huyết tán huyết, u mềm treo, lang ben, tứ chứng fallot, hội chứng cushing"
Dạo này tôi hay bị ra máu âm đạo bất thường giữa các chu kỳ kinh nguyệt và chảy máu sau khi quan hệ. Thỉnh thoảng tôi còn thấy đau tức ở vùng bụng dưới tiểu khung.,"ung thư tử cung, nhiễm khuẩn h.p, ung thư da, hội chứng behcet, hội chứng kháng thể kháng phospholipid"
"Tôi hay bị đau nhức sâu bên trong xương, tay chân có vẻ bị cong vẹo biến dạng, đi lại khó khăn. Bác sĩ bảo cấu trúc xương của tôi yếu và rất dễ bị gãy.","u mềm treo, hội chứng urê huyết tán huyết, nấm da (hắc lào), chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực"
"Bé nhà tôi phát triển chiều cao rất chậm, tay chân có vẻ ngắn và bé hơn so với thân mình. Đầu bé hơi to, trán rộng và phần sống mũi có vẻ dẹt xuống.","hội chứng noonan, nấm da (hắc lào), u mềm treo, hội chứng urê huyết tán huyết, u mỡ"
"Trên lưỡi tôi xuất hiện những mảng nhẵn màu đỏ, hình dạng loang lổ ngoằn ngoèo như bản đồ. Nó hay thay đổi vị trí kích thước và ăn đồ chua cay vào thì thấy rất rát.","lưỡi bản đồ, nhiễm nấm candida (nhiễm trùng nấm men), chắp mắt, rách võng mạc, nấm da (hắc lào)"
"Mỗi lần đến kỳ kinh nguyệt tôi bị đau quặn vùng bụng dưới và vùng chậu lăn lộn, máu kinh ra ồ ạt rất nhiều. Thỉnh thoảng tôi còn bị đau thắt khi quan hệ tình dục.","bệnh mạch vành, hội chứng vành cấp, viêm xương tai chũm, viêm mũi, huyết khối (cục máu đông)"
"Tôi đi vệ sinh thấy buốt rát kinh khủng, vùng kín tiết ra rất nhiều dịch mủ màu vàng đục, có mùi hôi và thỉnh thoảng bị chảy máu giữa chu kỳ kinh.","vảy nến, nhiễm nấm candida (nhiễm trùng nấm men), viêm tai, gai đen, giãn ống dẫn sữa"
"Hàm răng của tôi mọc chen chúc lộn xộn, răng cửa hàm trên bị chìa vẩu ra ngoài. Khi tôi cắn hai hàm lại thì chúng không khít vào nhau mà hở ra một khoảng.","lang ben, chắp mắt, ung thư biểu mô tiểu thùy tại chỗ, áp xe phổi, bạch cầu cấp"
"Trẻ nhà tôi đang chơi tự nhiên khóc thét lên, co rúm hai chân vào bụng. Cháu nôn ói liên tục, lừ đừ và chiều nay đi cầu ra phân có lẫn dịch nhầy và máu tươi.","áp xe não do amip, trụy tim, hội chứng urê huyết tán huyết, hội chứng sudeck (loạn dưỡng giao cảm phản xạ), viêm màng não"
"Dạo này giọng tôi bị khàn đặc, nói rất thều thào yếu hơi. Khi ăn hay uống nước tôi rất hay bị sặc, mắc nghẹn, và thỉnh thoảng thấy khó thở, thở có tiếng khò khè.","ho gà, liệt dây thanh quản, thiếu máu, ung thư thực quản, dị ứng sữa"
"Sáng ngủ dậy tôi thấy nửa mặt mình bị đơ cứng, miệng méo xệch, mắt bên đó không nhắm kín được. Tôi ăn uống hay bị trào ra ngoài và thấy đau buốt ở sau mang tai.","viêm cân gan chân, viêm mũi, bỏng, lang ben, hội chứng urê huyết tán huyết"
"Móng tay và móng chân của tôi dạo này trở nên dày cộm, sần sùi, đổi sang màu vàng đục. Móng rất giòn, hay bị nứt nẻ, bong tróc mủn ra và hình dạng cong vẹo.","nấm da (hắc lào), u mềm treo, hội chứng urê huyết tán huyết, giãn ống dẫn sữa, tắc tuyến lệ ở trẻ em"
"Tôi hay bị nóng rát cồn cào ở vùng sau xương ức, nuốt thức ăn thấy đau nghẹn. Thỉnh thoảng tôi bị nôn ọe, ợ hơi liên tục và dạo này sút cân không rõ lý do.","bệnh mạch vành, viêm họng mãn tính, hội chứng sudeck (loạn dưỡng giao cảm phản xạ), viêm xoang, nhiễm nấm candida (nhiễm trùng nấm men)"
"Mắt tôi nhìn mọi thứ cứ bị mờ dần, đặc biệt là nhìn các đường thẳng thì thấy nó bị uốn cong, méo mó đi. Ở tầm nhìn giữa cứ có một mảng mờ che khuất rất khó chịu.","chắp mắt, màng trước võng mạc, loạn thị, viêm amidan có mủ, ung thư biểu mô tiểu thùy tại chỗ"
"Tôi đi khám phát hiện mỡ máu rất cao. Thỉnh thoảng tôi hay bị nhức đầu, hoa mắt, tê bì các đầu ngón tay ngón chân và có những cơn đau tức ở vùng ngực.","u mềm treo, thiếu máu, hội chứng urê huyết tán huyết, suy thận, viêm xương tai chũm"
